"","x"
"4436","US"
"4437","US"
"4438","US"
"4439","US"
"4440","US"
"4441","US"
"4442","US"
"4443","US"
"4444","US"
"4445","US"
"4446","US"
"4447","US"
"4448","US"
"4449","US"
"4450","US"
"4451","US"
"4452","US"
"4453","US"
"4454","US"
"4455","US"
"4456","US"
"4457","US"
"4458","US"
"4459","US"
"4460","US"
"4461","US"
"4462","US"
"4463","US"
"4464","US"
"4465","US"
"4466","US"
"4467","US"
"4468","US"
"4469","US"
"4470","US"
"4471","US"
"4472","US"
"4473","US"
"4474","US"
"4475","US"
"4476","US"
"4477","US"
"4478","US"
"4479","US"
"4480","US"
"4481","US"
"4482","US"
"4483","US"
"4484","US"
"4485","US"
"4486","US"
"4487","US"
"4488","US"
"4489","US"
"4490","US"
"4491","US"
"4492","US"
"4493","US"
"4494","US"
"4495","US"
"4496","US"
"4497","US"
"4498","US"
"4499","US"
"4500","US"
"4501","US"
"4502","US"
"4503","US"
"4504","US"
"4505","US"
"4506","US"
"4507","US"
"4508","US"
"4509","US"
"4510","US"
"4511","US"
"4512","US"
"4513","US"
"4514","US"
"4515","US"
"4516","US"
"4517","US"
"4518","US"
"4519","US"
"4520","US"
"4521","US"
"4522","US"
"4523","US"
"4524","US"
"4525","US"
"4526","US"
"4527","US"
"4528","US"
"4529","US"
"4530","US"
"4531","US"
"4532","US"
"4533","US"
"4534","US"
"4535","US"
"4536","US"
"4537","US"
"4538","US"
"4539","US"
"4540","US"
"4541","US"
"4542","US"
"4543","US"
"4544","US"
"4545","US"
"4546","US"
"4547","US"
"4548","US"
"4549","US"
"4550","US"
"4551","US"
"4552","US"
"4553","US"
"4554","US"
"4555","US"
"4556","US"
"4557","US"
"4558","US"
"4559","US"
"4560","US"
"4561","US"
"4562","US"
"4563","US"
"4564","US"
"4565","US"
"4566","US"
"4567","US"
"4568","US"
"4569","US"
"4570","US"
"4571","US"
"4572","US"
"4573","US"
"4574","US"
"4575","US"
"4576","US"
"4577","US"
"4578","US"
"4579","US"
"4580","US"
"4581","US"
"4582","US"
"4583","US"
"4584","US"
"4585","US"
"4586","US"
"4587","US"
"4588","US"
"4589","US"
"4590","US"
"4591","US"
"4592","US"
"4593","US"
"4594","US"
"4595","US"
"4596","AU"
"4597","US"
"4598","US"
"4599","US"
"4600","US"
"4601","US"
"4602","US"
"4603","US"
"4604","US"
"4605","US"
"4606","US"
"4607","US"
"4608","US"
"4609","US"
"4610","US"
"4611","US"
"4612","US"
"4613","US"
"4614","US"
"4615","US"
"4616","US"
"4617","US"
"4618","US"
"4619","US"
"4620","US"
"4621","US"
"4622","US"
"4623","US"
"4624","US"
"4625","US"
"4626","US"
"4627","US"
"4628","US"
"4629","US"
"4630","US"
"4631","US"
"4632","US"
"4633","US"
"4634","US"
"4635","US"
"4636","US"
"4637","US"
"4638","US"
"4639","US"
"4640","US"
"4641","US"
"4642","US"
"4643","US"
"4644","US"
"4645","US"
"4646","US"
"4647","US"
"4648","US"
"4649","US"
"4650","US"
"4651","US"
"4652","US"
"4653","US"
"4654","US"
"4655","US"
"4656","US"
"4657","US"
"4658","US"
"4659","US"
"4660","US"
"4661","US"
"4662","US"
"4663","US"
"4664","US"
"4665","US"
"4666","US"
"4667","US"
"4668","US"
"4669","US"
"4670","US"
"4671","US"
"4672","US"
"4673","US"
"4674","US"
"4675","US"
"4676","US"
"4677","US"
"4678","US"
"4679","US"
"4680","US"
"4681","US"
"4682","US"
"4683","US"
"4684","US"
"4685","US"
"4686","US"
"4687","US"
"4688","US"
"4689","US"
"4690","US"
"4691","US"
"4692","US"
"4693","US"
"4694","US"
"4695","US"
"4696","US"
"4697","US"
"4698","US"
"4699","US"
"4700","US"
"4701","US"
"4702","US"
"4703","US"
"4704","US"
"4705","US"
"4706","US"
"4707","US"
"4708","US"
"4709","US"
"4710","US"
"4711","US"
"4712","US"
"4713","US"
"4714","US"
"4715","US"
"4716","US"
"4717","US"
"4718","US"
"4719","US"
"4720","US"
"4721","US"
"4722","US"
"4723","US"
"4724","US"
"4725","US"
"4726","US"
"4727","other"
"4728","US"
"4729","US"
"4730","US"
"4731","US"
"4732","US"
"4733","US"
"4734","US"
"4735","US"
"4736","US"
"4737","US"
"4738","US"
"4739","US"
"4740","US"
"4741","US"
"4742","US"
"4743","US"
"4744","AU"
"4745","US"
"4746","US"
"4747","US"
"4748","US"
"4749","US"
"4750","US"
"4751","US"
"4752","US"
"4753","US"
"4754","US"
"4755","US"
"4756","US"
"4757","US"
"4758","US"
"4759","US"
"4760","US"
"4761","US"
"4762","US"
"4763","US"
"4764","US"
"4765","US"
"4766","US"
"4767","US"
"4768","US"
"4769","US"
"4770","US"
"4771","US"
"4772","US"
"4773","US"
"4774","US"
"4775","US"
"4776","US"
"4777","US"
"4778","US"
"4779","US"
"4780","US"
"4781","US"
"4782","US"
"4783","US"
"4784","US"
"4785","US"
"4786","US"
"4787","US"
"4788","US"
"4789","US"
"4790","US"
"4791","US"
"4792","US"
"4793","US"
"4794","US"
"4795","US"
"4796","US"
"4797","US"
"4798","US"
"4799","US"
"4800","US"
"4801","US"
"4802","US"
"4803","US"
"4804","US"
"4805","US"
"4806","US"
"4807","US"
"4808","US"
"4809","US"
"4810","US"
"4811","US"
"4812","US"
"4813","US"
"4814","US"
"4815","US"
"4816","US"
"4817","US"
"4818","US"
"4819","US"
"4820","US"
"4821","US"
"4822","US"
"4823","US"
"4824","US"
"4825","US"
"4826","US"
"4827","US"
"4828","US"
"4829","US"
"4830","US"
"4831","US"
"4832","US"
"4833","US"
"4834","US"
"4835","US"
"4836","US"
"4837","US"
"4838","US"
"4839","US"
"4840","US"
"4841","US"
"4842","US"
"4843","US"
"4844","US"
"4845","US"
"4846","US"
"4847","US"
"4848","US"
"4849","US"
"4850","US"
"4851","US"
"4852","US"
"4853","US"
"4854","US"
"4855","US"
"4856","US"
"4857","US"
"4858","US"
"4859","US"
"4860","US"
"4861","US"
"4862","US"
"4863","US"
"4864","US"
"4865","US"
"4866","US"
"4867","US"
"4868","US"
"4869","US"
"4870","US"
"4871","US"
"4872","US"
"4873","US"
"4874","US"
"4875","US"
"4876","US"
"4877","US"
"4878","US"
"4879","US"
"4880","US"
"4881","US"
"4882","US"
"4883","US"
"4884","US"
"4885","US"
"4886","US"
"4887","US"
"4888","US"
"4889","US"
"4890","US"
"4891","US"
"4892","US"
"4893","US"
"4894","US"
"4895","US"
"4896","US"
"4897","US"
"4898","US"
"4899","US"
"4900","US"
"4901","US"
"4902","US"
"4903","US"
"4904","US"
"4905","US"
"4906","US"
"4907","US"
"4908","US"
"4909","US"
"4910","US"
"4911","US"
"4912","US"
"4913","US"
"4914","US"
"4915","US"
"4916","US"
"4917","US"
"4918","US"
"4919","US"
"4920","US"
"4921","US"
"4922","US"
"4923","US"
"4924","US"
"4925","US"
"4926","US"
"4927","US"
"4928","US"
"4929","US"
"4930","US"
"4931","US"
"4932","US"
"4933","US"
"4934","US"
"4935","US"
"4936","US"
"4937","US"
"4938","US"
"4939","US"
"4940","US"
"4941","US"
"4942","US"
"4943","US"
"4944","US"
"4945","US"
"4946","US"
"4947","US"
"4948","US"
"4949","US"
"4950","US"
"4951","US"
"4952","US"
"4953","US"
"4954","US"
"4955","US"
"4956","US"
"4957","US"
"4958","US"
"4959","US"
"4960","US"
"4961","US"
"4962","US"
"4963","US"
"4964","US"
"4965","US"
"4966","US"
"4967","US"
"4968","US"
"4969","US"
"4970","US"
"4971","US"
"4972","US"
"4973","US"
"4974","US"
"4975","US"
"4976","US"
"4977","US"
"4978","US"
"4979","US"
"4980","US"
"4981","US"
"4982","US"
"4983","US"
"4984","US"
"4985","US"
"4986","US"
"4987","US"
"4988","US"
"4989","US"
"4990","US"
"4991","US"
"4992","US"
"4993","US"
"4994","US"
"4995","US"
"4996","US"
"4997","US"
"4998","US"
"4999","US"
"5000","US"
"5001","US"
"5002","US"
"5003","US"
"5004","US"
"5005","US"
"5006","US"
"5007","US"
"5008","US"
"5009","US"
"5010","US"
"5011","US"
"5012","US"
"5013","US"
"5014","US"
"5015","US"
"5016","US"
"5017","US"
"5018","US"
"5019","US"
"5020","US"
"5021","US"
"5022","US"
"5023","US"
"5024","US"
"5025","US"
"5026","US"
"5027","US"
"5028","US"
"5029","US"
"5030","US"
"5031","US"
"5032","US"
"5033","US"
"5034","US"
"5035","US"
"5036","US"
"5037","US"
"5038","US"
"5039","US"
"5040","US"
"5041","US"
"5042","US"
"5043","US"
"5044","US"
"5045","US"
"5046","US"
"5047","US"
"5048","US"
"5049","US"
"5050","US"
"5051","US"
"5052","US"
"5053","US"
"5054","US"
"5055","US"
"5056","US"
"5057","US"
"5058","US"
"5059","US"
"5060","US"
"5061","US"
"5062","US"
"5063","US"
"5064","US"
"5065","US"
"5066","US"
"5067","US"
"5068","US"
"5069","US"
"5070","US"
"5071","US"
"5072","US"
"5073","US"
"5074","US"
"5075","US"
"5076","US"
"5077","US"
"5078","US"
"5079","US"
"5080","US"
"5081","US"
"5082","US"
"5083","US"
"5084","US"
"5085","US"
"5086","US"
"5087","US"
"5088","US"
"5089","US"
"5090","US"
"5091","US"
"5092","US"
"5093","US"
"5094","US"
"5095","US"
"5096","US"
"5097","US"
"5098","US"
"5099","US"
"5100","US"
"5101","US"
"5102","US"
"5103","US"
"5104","US"
"5105","US"
"5106","US"
"5107","US"
"5108","US"
"5109","US"
"5110","US"
"5111","US"
"5112","US"
"5113","US"
"5114","US"
"5115","US"
"5116","US"
"5117","US"
"5118","US"
"5119","US"
"5120","US"
"5121","US"
"5122","US"
"5123","US"
"5124","US"
"5125","US"
"5126","US"
"5127","US"
"5128","US"
"5129","US"
"5130","US"
"5131","US"
"5132","US"
"5133","US"
"5134","US"
"5135","US"
"5136","US"
"5137","US"
"5138","US"
"5139","US"
"5140","US"
"5141","US"
"5142","US"
"5143","US"
"5144","US"
"5145","US"
"5146","US"
"5147","US"
"5148","US"
"5149","US"
"5150","US"
"5151","US"
"5152","US"
"5153","US"
"5154","US"
"5155","US"
"5156","US"
"5157","US"
"5158","US"
"5159","US"
"5160","US"
"5161","US"
"5162","US"
"5163","US"
"5164","US"
"5165","US"
"5166","US"
"5167","US"
"5168","US"
"5169","US"
"5170","US"
"5171","US"
"5172","US"
"5173","US"
"5174","US"
"5175","US"
"5176","US"
"5177","US"
"5178","US"
"5179","US"
"5180","US"
"5181","US"
"5182","US"
"5183","US"
"5184","US"
"5185","US"
"5186","US"
"5187","US"
"5188","US"
"5189","US"
"5190","US"
"5191","US"
"5192","US"
"5193","US"
"5194","US"
"5195","US"
"5196","US"
"5197","US"
"5198","US"
"5199","US"
"5200","US"
"5201","US"
"5202","US"
"5203","US"
"5204","US"
"5205","US"
"5206","US"
"5207","US"
"5208","US"
"5209","US"
"5210","US"
"5211","US"
"5212","US"
"5213","US"
"5214","US"
"5215","US"
"5216","US"
"5217","US"
"5218","US"
"5219","US"
"5220","US"
"5221","US"
"5222","US"
"5223","US"
"5224","US"
"5225","US"
"5226","US"
"5227","US"
"5228","US"
"5229","US"
"5230","US"
"5231","US"
"5232","US"
"5233","US"
"5234","US"
"5235","US"
"5236","US"
"5237","US"
"5238","US"
"5239","US"
"5240","US"
"5241","US"
"5242","US"
"5243","US"
"5244","US"
"5245","US"
"5246","US"
"5247","US"
"5248","FR"
"5249","US"
"5250","US"
"5251","US"
"5252","US"
"5253","US"
"5254","US"
"5255","US"
"5256","US"
"5257","US"
"5258","US"
"5259","US"
"5260","US"
"5261","US"
"5262","US"
"5263","US"
"5264","US"
"5265","US"
"5266","US"
"5267","US"
"5268","US"
"5269","US"
"5270","US"
"5271","US"
"5272","US"
"5273","US"
"5274","US"
"5275","AU"
"5276","US"
"5277","US"
"5278","US"
"5279","US"
"5280","US"
"5281","US"
"5282","US"
"5283","US"
"5284","US"
"5285","US"
"5286","US"
"5287","US"
"5288","US"
"5289","US"
"5290","US"
"5291","US"
"5292","US"
"5293","US"
"5294","US"
"5295","US"
"5296","US"
"5297","US"
"5298","US"
"5299","US"
"5300","US"
"5301","US"
"5302","US"
"5303","US"
"5304","US"
"5305","US"
"5306","US"
"5307","US"
"5308","US"
"5309","US"
"5310","US"
"5311","US"
"5312","US"
"5313","US"
"5314","US"
"5315","US"
"5316","US"
"5317","US"
"5318","US"
"5319","US"
"5320","US"
"5321","US"
"5322","US"
"5323","US"
"5324","US"
"5325","US"
"5326","US"
"5327","US"
"5328","US"
"5329","US"
"5330","US"
"5331","US"
"5332","US"
"5333","US"
"5334","US"
"5335","US"
"5336","US"
"5337","US"
"5338","US"
"5339","US"
"5340","US"
"5341","US"
"5342","US"
"5343","US"
"5344","US"
"5345","US"
"5346","US"
"5347","US"
"5348","US"
"5349","US"
"5350","US"
"5351","US"
"5352","US"
"5353","US"
"5354","US"
"5355","US"
"5356","US"
"5357","US"
"5358","US"
"5359","US"
"5360","US"
"5361","US"
"5362","US"
"5363","US"
"5364","US"
"5365","US"
"5366","US"
"5367","US"
"5368","US"
"5369","US"
"5370","US"
"5371","US"
"5372","US"
"5373","US"
"5374","US"
"5375","US"
"5376","US"
"5377","US"
"5378","US"
"5379","US"
"5380","US"
"5381","US"
"5382","US"
"5383","US"
"5384","US"
"5385","US"
"5386","US"
"5387","US"
"5388","US"
"5389","US"
"5390","US"
"5391","US"
"5392","US"
"5393","US"
"5394","US"
"5395","US"
"5396","US"
"5397","US"
"5398","US"
"5399","US"
"5400","US"
"5401","US"
"5402","US"
"5403","US"
"5404","US"
"5405","US"
"5406","US"
"5407","US"
"5408","US"
"5409","US"
"5410","US"
"5411","US"
"5412","US"
"5413","US"
"5414","US"
"5415","US"
"5416","US"
"5417","US"
"5418","US"
"5419","US"
"5420","US"
"5421","US"
"5422","US"
"5423","US"
"5424","US"
"5425","US"
"5426","US"
"5427","US"
"5428","US"
"5429","US"
"5430","US"
"5431","US"
"5432","US"
"5433","US"
"5434","US"
"5435","US"
"5436","US"
"5437","US"
"5438","US"
"5439","US"
"5440","US"
"5441","US"
"5442","US"
"5443","US"
"5444","US"
"5445","US"
"5446","US"
"5447","US"
"5448","US"
"5449","US"
"5450","US"
"5451","US"
"5452","US"
"5453","US"
"5454","US"
"5455","US"
"5456","US"
"5457","US"
"5458","US"
"5459","US"
"5460","US"
"5461","US"
"5462","US"
"5463","US"
"5464","US"
"5465","US"
"5466","US"
"5467","US"
"5468","US"
"5469","US"
"5470","US"
"5471","US"
"5472","US"
"5473","US"
"5474","US"
"5475","US"
"5476","US"
"5477","US"
"5478","US"
"5479","US"
"5480","US"
"5481","US"
"5482","US"
"5483","US"
"5484","US"
"5485","US"
"5486","US"
"5487","US"
"5488","US"
"5489","US"
"5490","US"
"5491","US"
"5492","US"
"5493","US"
"5494","US"
"5495","US"
"5496","US"
"5497","US"
"5498","US"
"5499","US"
"5500","US"
"5501","US"
"5502","US"
"5503","US"
"5504","US"
"5505","US"
"5506","US"
"5507","US"
"5508","US"
"5509","US"
"5510","US"
"5511","US"
"5512","US"
"5513","US"
"5514","US"
"5515","US"
"5516","US"
"5517","US"
"5518","US"
"5519","AU"
"5520","US"
"5521","US"
"5522","US"
"5523","US"
"5524","US"
"5525","US"
"5526","US"
"5527","US"
"5528","US"
"5529","US"
"5530","US"
"5531","US"
"5532","US"
"5533","US"
"5534","US"
"5535","US"
"5536","US"
"5537","US"
"5538","US"
"5539","US"
"5540","US"
"5541","US"
"5542","US"
"5543","US"
"5544","US"
"5545","US"
"5546","US"
"5547","US"
"5548","US"
"5549","US"
"5550","US"
"5551","US"
"5552","US"
"5553","US"
"5554","US"
"5555","US"
"5556","US"
"5557","US"
"5558","US"
"5559","US"
"5560","US"
"5561","US"
"5562","US"
"5563","US"
"5564","US"
"5565","US"
"5566","US"
"5567","US"
"5568","US"
"5569","US"
"5570","US"
"5571","US"
"5572","US"
"5573","US"
"5574","US"
"5575","US"
"5576","US"
"5577","US"
"5578","US"
"5579","US"
"5580","US"
"5581","US"
"5582","US"
"5583","US"
"5584","US"
"5585","US"
"5586","US"
"5587","US"
"5588","US"
"5589","US"
"5590","US"
"5591","US"
"5592","US"
"5593","US"
"5594","US"
"5595","US"
"5596","US"
"5597","US"
"5598","US"
"5599","AU"
"5600","US"
"5601","US"
"5602","US"
"5603","US"
"5604","US"
"5605","US"
"5606","US"
"5607","US"
"5608","US"
"5609","US"
"5610","US"
"5611","US"
"5612","US"
"5613","US"
"5614","US"
"5615","US"
"5616","US"
"5617","US"
"5618","US"
"5619","US"
"5620","US"
"5621","US"
"5622","US"
"5623","US"
"5624","US"
"5625","US"
"5626","US"
"5627","US"
"5628","US"
"5629","US"
"5630","US"
"5631","US"
"5632","US"
"5633","US"
"5634","US"
"5635","US"
"5636","US"
"5637","US"
"5638","US"
"5639","US"
"5640","US"
"5641","US"
"5642","US"
"5643","US"
"5644","US"
"5645","US"
"5646","US"
"5647","US"
"5648","US"
"5649","US"
"5650","US"
"5651","US"
"5652","US"
"5653","US"
"5654","US"
"5655","US"
"5656","US"
"5657","US"
"5658","US"
"5659","US"
"5660","US"
"5661","US"
"5662","US"
"5663","US"
"5664","US"
"5665","US"
"5666","US"
"5667","US"
"5668","US"
"5669","US"
"5670","US"
"5671","US"
"5672","US"
"5673","US"
"5674","US"
"5675","US"
"5676","US"
"5677","US"
"5678","US"
"5679","US"
"5680","US"
"5681","US"
"5682","US"
"5683","US"
"5684","US"
"5685","US"
"5686","US"
"5687","US"
"5688","US"
"5689","US"
"5690","US"
"5691","US"
"5692","US"
"5693","US"
"5694","US"
"5695","US"
"5696","US"
"5697","US"
"5698","US"
"5699","US"
"5700","US"
"5701","US"
"5702","US"
"5703","US"
"5704","US"
"5705","US"
"5706","US"
"5707","US"
"5708","US"
"5709","US"
"5710","US"
"5711","US"
"5712","US"
"5713","US"
"5714","US"
"5715","US"
"5716","US"
"5717","US"
"5718","US"
"5719","US"
"5720","US"
"5721","US"
"5722","US"
"5723","AU"
"5724","US"
"5725","US"
"5726","US"
"5727","US"
"5728","US"
"5729","US"
"5730","US"
"5731","US"
"5732","US"
"5733","US"
"5734","US"
"5735","US"
"5736","US"
"5737","US"
"5738","US"
"5739","US"
"5740","US"
"5741","US"
"5742","US"
"5743","US"
"5744","US"
"5745","US"
"5746","US"
"5747","US"
"5748","US"
"5749","US"
"5750","US"
"5751","US"
"5752","US"
"5753","US"
"5754","US"
"5755","US"
"5756","US"
"5757","US"
"5758","US"
"5759","US"
"5760","US"
"5761","US"
"5762","US"
"5763","US"
"5764","US"
"5765","US"
"5766","US"
"5767","US"
"5768","US"
"5769","US"
"5770","US"
"5771","US"
"5772","US"
"5773","US"
"5774","US"
"5775","US"
"5776","US"
"5777","US"
"5778","US"
"5779","US"
"5780","US"
"5781","US"
"5782","US"
"5783","US"
"5784","US"
"5785","US"
"5786","US"
"5787","US"
"5788","US"
"5789","US"
"5790","US"
"5791","US"
"5792","US"
"5793","US"
"5794","US"
"5795","US"
"5796","US"
"5797","US"
"5798","US"
"5799","US"
"5800","US"
"5801","US"
"5802","US"
"5803","US"
"5804","US"
"5805","US"
"5806","US"
"5807","US"
"5808","US"
"5809","US"
"5810","US"
"5811","US"
"5812","US"
"5813","US"
"5814","US"
"5815","US"
"5816","US"
"5817","US"
"5818","US"
"5819","US"
"5820","US"
"5821","US"
"5822","US"
"5823","US"
"5824","US"
"5825","US"
"5826","US"
"5827","US"
"5828","US"
"5829","US"
"5830","US"
"5831","US"
"5832","US"
"5833","US"
"5834","US"
"5835","US"
"5836","US"
"5837","US"
"5838","US"
"5839","US"
"5840","US"
"5841","US"
"5842","US"
"5843","US"
"5844","US"
"5845","US"
"5846","US"
"5847","US"
"5848","US"
"5849","US"
"5850","US"
"5851","US"
"5852","US"
"5853","US"
"5854","US"
"5855","US"
"5856","US"
"5857","US"
"5858","US"
"5859","US"
"5860","US"
"5861","US"
"5862","US"
"5863","US"
"5864","US"
"5865","US"
"5866","US"
"5867","US"
"5868","US"
"5869","US"
"5870","US"
"5871","US"
"5872","US"
"5873","US"
"5874","US"
"5875","US"
"5876","US"
"5877","US"
"5878","US"
"5879","US"
"5880","US"
"5881","US"
"5882","US"
"5883","US"
"5884","US"
"5885","US"
"5886","US"
"5887","US"
"5888","US"
"5889","US"
"5890","US"
"5891","US"
"5892","US"
"5893","US"
"5894","US"
"5895","US"
"5896","US"
"5897","US"
"5898","US"
"5899","US"
"5900","US"
"5901","US"
"5902","US"
"5903","US"
"5904","US"
"5905","US"
"5906","US"
"5907","US"
"5908","US"
"5909","US"
"5910","US"
"5911","US"
"5912","US"
"5913","US"
"5914","US"
"5915","US"
"5916","US"
"5917","US"
"5918","US"
"5919","US"
"5920","US"
"5921","US"
"5922","US"
"5923","US"
"5924","US"
"5925","US"
"5926","US"
"5927","US"
"5928","US"
"5929","US"
"5930","US"
"5931","US"
"5932","US"
"5933","US"
"5934","US"
"5935","US"
"5936","US"
"5937","US"
"5938","US"
"5939","US"
"5940","US"
"5941","US"
"5942","US"
"5943","US"
"5944","US"
"5945","US"
"5946","US"
"5947","US"
"5948","US"
"5949","US"
"5950","US"
"5951","US"
"5952","US"
"5953","US"
"5954","US"
"5955","US"
"5956","US"
"5957","US"
"5958","US"
"5959","US"
"5960","US"
"5961","US"
"5962","US"
"5963","US"
"5964","US"
"5965","US"
"5966","US"
"5967","US"
"5968","US"
"5969","US"
"5970","US"
"5971","US"
"5972","US"
"5973","US"
"5974","US"
"5975","US"
"5976","US"
"5977","US"
"5978","US"
"5979","US"
"5980","US"
"5981","US"
"5982","US"
"5983","US"
"5984","US"
"5985","US"
"5986","US"
"5987","US"
"5988","US"
"5989","US"
"5990","US"
"5991","US"
"5992","US"
"5993","US"
"5994","US"
"5995","US"
"5996","US"
"5997","US"
"5998","US"
"5999","US"
"6000","US"
"6001","US"
"6002","US"
"6003","US"
"6004","US"
"6005","US"
"6006","US"
"6007","US"
"6008","US"
"6009","US"
"6010","US"
"6011","US"
"6012","US"
"6013","US"
"6014","US"
"6015","US"
"6016","US"
"6017","US"
"6018","US"
"6019","US"
"6020","US"
"6021","US"
"6022","US"
"6023","US"
"6024","US"
"6025","US"
"6026","US"
"6027","US"
"6028","US"
"6029","US"
"6030","US"
"6031","US"
"6032","US"
"6033","US"
"6034","US"
"6035","US"
"6036","US"
"6037","US"
"6038","US"
"6039","US"
"6040","US"
"6041","US"
"6042","US"
"6043","US"
"6044","US"
"6045","US"
"6046","US"
"6047","US"
"6048","US"
"6049","US"
"6050","US"
"6051","US"
"6052","US"
"6053","US"
"6054","US"
"6055","US"
"6056","US"
"6057","US"
"6058","US"
"6059","US"
"6060","US"
"6061","US"
"6062","US"
"6063","US"
"6064","US"
"6065","US"
"6066","US"
"6067","US"
"6068","US"
"6069","US"
"6070","US"
"6071","US"
"6072","US"
"6073","US"
"6074","US"
"6075","US"
"6076","US"
"6077","US"
"6078","US"
"6079","US"
"6080","US"
"6081","US"
"6082","US"
"6083","US"
"6084","US"
"6085","US"
"6086","US"
"6087","US"
"6088","US"
"6089","US"
"6090","US"
"6091","US"
"6092","US"
"6093","US"
"6094","US"
"6095","US"
"6096","AU"
"6097","US"
"6098","US"
"6099","US"
"6100","US"
"6101","US"
"6102","US"
"6103","US"
"6104","US"
"6105","US"
"6106","US"
"6107","US"
"6108","US"
"6109","US"
"6110","US"
"6111","US"
"6112","US"
"6113","US"
"6114","US"
"6115","US"
"6116","US"
"6117","US"
"6118","US"
"6119","US"
"6120","US"
"6121","US"
"6122","US"
"6123","US"
"6124","US"
"6125","US"
"6126","US"
"6127","US"
"6128","US"
"6129","US"
"6130","US"
"6131","US"
"6132","US"
"6133","US"
"6134","US"
"6135","US"
"6136","US"
"6137","US"
"6138","US"
"6139","US"
"6140","US"
"6141","US"
"6142","US"
"6143","US"
"6144","US"
"6145","US"
"6146","US"
"6147","US"
"6148","US"
"6149","US"
"6150","US"
"6151","US"
"6152","US"
"6153","US"
"6154","US"
"6155","US"
"6156","US"
"6157","US"
"6158","US"
"6159","US"
"6160","US"
"6161","US"
"6162","US"
"6163","US"
"6164","US"
"6165","US"
"6166","US"
"6167","US"
"6168","US"
"6169","US"
"6170","US"
"6171","US"
"6172","US"
"6173","US"
"6174","US"
"6175","US"
"6176","US"
"6177","US"
"6178","US"
"6179","US"
"6180","US"
"6181","US"
"6182","US"
"6183","US"
"6184","US"
"6185","US"
"6186","US"
"6187","US"
"6188","US"
"6189","US"
"6190","US"
"6191","US"
"6192","US"
"6193","US"
"6194","US"
"6195","US"
"6196","US"
"6197","US"
"6198","US"
"6199","US"
"6200","US"
"6201","US"
"6202","US"
"6203","US"
"6204","US"
"6205","US"
"6206","US"
"6207","US"
"6208","US"
"6209","US"
"6210","US"
"6211","US"
"6212","US"
"6213","US"
"6214","US"
"6215","US"
"6216","US"
"6217","US"
"6218","US"
"6219","US"
"6220","US"
"6221","US"
"6222","US"
"6223","US"
"6224","US"
"6225","US"
"6226","US"
"6227","US"
"6228","US"
"6229","US"
"6230","US"
"6231","US"
"6232","US"
"6233","US"
"6234","US"
"6235","US"
"6236","US"
"6237","US"
"6238","US"
"6239","US"
"6240","US"
"6241","US"
"6242","US"
"6243","US"
"6244","US"
"6245","US"
"6246","US"
"6247","US"
"6248","US"
"6249","US"
"6250","US"
"6251","US"
"6252","US"
"6253","US"
"6254","US"
"6255","US"
"6256","US"
"6257","US"
"6258","US"
"6259","US"
"6260","US"
"6261","US"
"6262","US"
"6263","US"
"6264","US"
"6265","US"
"6266","US"
"6267","US"
"6268","US"
"6269","US"
"6270","US"
"6271","US"
"6272","US"
"6273","US"
"6274","US"
"6275","US"
"6276","US"
"6277","US"
"6278","US"
"6279","US"
"6280","US"
"6281","US"
"6282","US"
"6283","US"
"6284","US"
"6285","US"
"6286","US"
"6287","US"
"6288","US"
"6289","US"
"6290","US"
"6291","US"
"6292","US"
"6293","US"
"6294","US"
"6295","US"
"6296","US"
"6297","US"
"6298","US"
"6299","US"
"6300","US"
"6301","US"
"6302","US"
"6303","US"
"6304","US"
"6305","US"
"6306","US"
"6307","US"
"6308","US"
"6309","US"
"6310","US"
"6311","US"
"6312","US"
"6313","US"
"6314","US"
"6315","US"
"6316","US"
"6317","US"
"6318","US"
"6319","US"
"6320","US"
"6321","US"
"6322","US"
"6323","US"
"6324","US"
"6325","US"
"6326","US"
"6327","US"
"6328","US"
"6329","US"
"6330","US"
"6331","US"
"6332","US"
"6333","US"
"6334","US"
"6335","US"
"6336","US"
"6337","US"
"6338","US"
"6339","US"
"6340","US"
"6341","US"
"6342","US"
"6343","US"
"6344","US"
"6345","US"
"6346","US"
"6347","US"
"6348","US"
"6349","US"
"6350","US"
"6351","US"
"6352","US"
"6353","US"
"6354","US"
"6355","US"
"6356","US"
"6357","US"
"6358","US"
"6359","US"
"6360","US"
"6361","US"
"6362","US"
"6363","US"
"6364","US"
"6365","US"
"6366","US"
"6367","US"
"6368","US"
"6369","US"
"6370","US"
"6371","US"
"6372","US"
"6373","US"
"6374","US"
"6375","US"
"6376","US"
"6377","US"
"6378","US"
"6379","US"
"6380","US"
"6381","US"
"6382","US"
"6383","US"
"6384","US"
"6385","US"
"6386","US"
"6387","US"
"6388","US"
"6389","US"
"6390","US"
"6391","US"
"6392","US"
"6393","US"
"6394","US"
"6395","US"
"6396","US"
"6397","US"
"6398","US"
"6399","US"
"6400","US"
"6401","US"
"6402","US"
"6403","US"
"6404","US"
"6405","US"
"6406","US"
"6407","US"
"6408","US"
"6409","US"
"6410","US"
"6411","US"
"6412","US"
"6413","US"
"6414","US"
"6415","US"
"6416","US"
"6417","US"
"6418","US"
"6419","US"
"6420","US"
"6421","US"
"6422","US"
"6423","US"
"6424","US"
"6425","US"
"6426","US"
"6427","US"
"6428","US"
"6429","US"
"6430","US"
"6431","US"
"6432","US"
"6433","US"
